"No.","Time","Source","Destination","Protocol","Length","Info"
"15151","4585.667797","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x46a9, seq=2/512, ttl=255 (request in 15150)"
"15152","4585.682535","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x4ca9, seq=2/512, ttl=64 (reply in 15153)"
"15153","4585.683289","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x4ca9, seq=2/512, ttl=255 (request in 15152)"
"15154","4585.688281","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x4fa9, seq=2/512, ttl=64 (reply in 15156)"
"15155","4585.688405","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x50a9, seq=2/512, ttl=64 (reply in 15157)"
"15156","4585.689285","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x4fa9, seq=2/512, ttl=255 (request in 15154)"
"15157","4585.689659","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x50a9, seq=2/512, ttl=255 (request in 15155)"
"15158","4586.668841","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x46a9, seq=3/768, ttl=64 (reply in 15159)"
"15159","4586.669720","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x46a9, seq=3/768, ttl=255 (request in 15158)"
"15160","4586.684332","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x4ca9, seq=3/768, ttl=64 (reply in 15161)"
"15161","4586.685211","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x4ca9, seq=3/768, ttl=255 (request in 15160)"
"15162","4586.689204","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x4fa9, seq=3/768, ttl=64 (reply in 15164)"
"15163","4586.689327","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x50a9, seq=3/768, ttl=64 (reply in 15165)"
"15164","4586.690208","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x4fa9, seq=3/768, ttl=255 (request in 15162)"
"15165","4586.690582","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x50a9, seq=3/768, ttl=255 (request in 15163)"
"15166","4587.670763","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x46a9, seq=4/1024, ttl=64 (reply in 15167)"
"15167","4587.671642","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x46a9, seq=4/1024, ttl=255 (request in 15166)"
"15168","4587.686254","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x4ca9, seq=4/1024, ttl=64 (reply in 15169)"
"15169","4587.687132","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x4ca9, seq=4/1024, ttl=255 (request in 15168)"
"15170","4587.691126","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x50a9, seq=4/1024, ttl=64 (reply in 15172)"
"15171","4587.691250","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x4fa9, seq=4/1024, ttl=64 (reply in 15173)"
"15172","4587.692129","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x50a9, seq=4/1024, ttl=255 (request in 15170)"
"15173","4587.692504","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x4fa9, seq=4/1024, ttl=255 (request in 15171)"
"15174","4619.835216","10.1.20.5","10.1.60.5","DNS","72","Standard query 0x6534 SOA usma.bluenet"
"15175","4619.837591","10.1.60.5","10.1.20.5","DNS","118","Standard query response 0x6534 SOA usma.bluenet SOA ns1.usma.bluenet"
"15176","4619.939778","10.1.20.5","10.1.60.5","TCP","62","56739  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1360 SACK_PERM=1"
"15177","4619.940781","10.1.60.5","10.1.20.5","TCP","60","53  >  56739 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"15178","4620.455356","10.1.20.5","10.1.60.5","TCP","62","64199  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1360 SACK_PERM=1"
"15179","4620.456359","10.1.60.5","10.1.20.5","TCP","60","53  >  64199 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"15180","4621.121596","10.1.20.5","10.1.60.5","TCP","62","55814  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1360 SACK_PERM=1"
"15181","4621.122599","10.1.60.5","10.1.20.5","TCP","60","53  >  55814 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"15182","4624.739265","10.1.60.5","10.1.10.5","DNS","81","Standard query 0x3964 SOA hq.bluenet OPT"
"15183","4624.764994","10.1.10.5","10.1.60.5","DNS","147","Standard query response 0x3964 SOA hq.bluenet SOA dc1.hq.bluenet A 10.1.10.5 OPT"
"15184","4628.281222","10.1.60.5","10.1.10.5","DNS","84","Standard query 0xc24b MX usafa.bluenet OPT"
"15185","4628.291840","10.1.60.5","10.1.10.5","DNS","84","Standard query 0xfd5b MX uscga.bluenet OPT"
"15186","4628.308576","10.1.10.5","10.1.60.5","DNS","105","Standard query response 0xc24b MX usafa.bluenet MX 10 smtp.usafa.bluenet OPT"
"15187","4628.313342","10.1.60.5","10.1.10.5","DNS","89","Standard query 0x587c A smtp.usafa.bluenet OPT"
"15188","4628.317699","10.1.10.5","10.1.60.5","DNS","121","Standard query response 0xfd5b MX uscga.bluenet MX 10 exc2.uscga.bluenet A 10.1.40.133 OPT"
"15189","4628.321830","10.1.60.25","10.1.40.133","TCP","74","61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=34288183 TSecr=0"
"15190","4628.322083","Cisco_fb:3d:f0","Broadcast","ARP","60","Gratuitous ARP for 10.1.60.25 (Reply)"
"15191","4628.339316","10.1.10.5","10.1.60.5","DNS","129","Standard query response 0x587c A smtp.usafa.bluenet CNAME roosevelt.usafa.bluenet A 10.1.20.3 OPT"
"15192","4628.345191","10.1.60.5","10.1.10.5","DNS","94","Standard query 0x0991 A roosevelt.usafa.bluenet OPT"
"15193","4628.370543","10.1.10.5","10.1.60.5","DNS","110","Standard query response 0x0991 A roosevelt.usafa.bluenet A 10.1.20.3 OPT"
"15194","4628.372795","10.1.60.25","10.1.20.3","TCP","74","60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=34288188 TSecr=0"
"15195","4628.486722","10.1.20.3","10.1.60.25","TCP","74","25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11683965 TSecr=34288188 WS=128"
"15196","4629.691528","10.1.10.5","10.1.60.5","DNS","72","Standard query 0x66af SOA usma.bluenet"
"15197","4629.693781","10.1.60.5","10.1.10.5","DNS","118","Standard query response 0x66af SOA usma.bluenet SOA ns1.usma.bluenet"
"15198","4629.721386","10.1.10.5","10.1.60.5","TCP","62","4370  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"15199","4629.722264","10.1.60.5","10.1.10.5","TCP","60","53  >  4370 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"15200","4630.220847","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 4370  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"15201","4630.221851","10.1.60.5","10.1.10.5","TCP","60","53  >  4370 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"15202","4630.768407","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 4370  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"15203","4630.769286","10.1.60.5","10.1.10.5","TCP","60","53  >  4370 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"15204","4631.268374","Cisco_8d:d3:98","CDP/VTP/DTP/PAgP/UDLD","CDP","376","Device ID: Switch  Port ID: GigabitEthernet0/24  "
"15205","4631.314471","10.1.60.25","10.1.40.133","TCP","74","[TCP Retransmission] 61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=34288483 TSecr=0"
"15206","4631.364068","10.1.60.25","10.1.20.3","TCP","74","[TCP Spurious Retransmission] 60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=34288488 TSecr=0"
"15207","4631.474749","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11684707 TSecr=34288188 WS=128"
"15208","4631.501234","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11684715 TSecr=34288188 WS=128"
"15209","4634.513378","10.1.60.25","10.1.40.133","TCP","74","[TCP Retransmission] 61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=34288803 TSecr=0"
"15210","4634.563222","10.1.60.25","10.1.20.3","TCP","74","[TCP Spurious Retransmission] 60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=34288808 TSecr=0"
"15211","4634.661786","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11685505 TSecr=34288188 WS=128"
"15212","4637.676048","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11686265 TSecr=34288188 WS=128"
"15213","4637.712656","10.1.60.25","10.1.40.133","TCP","62","[TCP Retransmission] 61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15214","4637.727517","10.1.60.203","10.1.60.187","TCP","74","50189  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=301650569 TSecr=0"
"15215","4637.728646","10.1.60.187","10.1.60.203","TCP","74","80  >  50189 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=49229830 TSecr=301650569 WS=64"
"15216","4637.728890","10.1.60.203","10.1.60.187","TCP","66","50189  >  80 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=301650570 TSecr=49229830"
"15217","4637.730515","10.1.60.203","10.1.60.187","HTTP","181","GET / HTTP/1.0 "
"15218","4637.731270","10.1.60.187","10.1.60.203","TCP","66","80  >  50189 [ACK] Seq=1 Ack=116 Win=5824 Len=0 TSval=49229832 TSecr=301650572"
"15219","4637.732394","10.1.60.187","10.1.60.203","HTTP","472","HTTP/1.1 302 Found  (text/html)"
"15220","4637.732518","10.1.60.187","10.1.60.203","TCP","66","80  >  50189 [FIN, ACK] Seq=407 Ack=116 Win=5824 Len=0 TSval=49229833 TSecr=301650572"
"15221","4637.732763","10.1.60.203","10.1.60.187","TCP","66","50189  >  80 [ACK] Seq=116 Ack=408 Win=66200 Len=0 TSval=301650574 TSecr=49229833"
"15222","4637.734513","10.1.60.203","10.1.60.187","TCP","66","50189  >  80 [FIN, ACK] Seq=116 Ack=408 Win=66608 Len=0 TSval=301650576 TSecr=49229833"
"15223","4637.735017","10.1.60.187","10.1.60.203","TCP","66","80  >  50189 [ACK] Seq=408 Ack=117 Win=5824 Len=0 TSval=49229836 TSecr=301650576"
"15224","4637.741009","10.1.60.203","10.1.60.25","TCP","74","50128  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=301650582 TSecr=0"
"15225","4637.741764","10.1.60.25","10.1.60.203","TCP","74","25  >  50128 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=3220449110 TSecr=301650582"
"15226","4637.742258","10.1.60.203","10.1.60.73","TCP","74","63380  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=301650583 TSecr=0"
"15227","4637.742382","10.1.60.203","10.1.60.25","TCP","66","50128  >  25 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=301650584 TSecr=3220449110"
"15228","4637.743263","10.1.60.73","10.1.60.203","TCP","74","5222  >  63380 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=789903022 TSecr=301650583"
"15229","4637.743507","10.1.60.203","10.1.60.73","TCP","66","63380  >  5222 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=301650585 TSecr=789903022"
"15230","4637.744137","10.1.60.73","10.1.60.203","TCP","66","[TCP Window Update] 5222  >  63380 [ACK] Seq=1 Ack=1 Win=72400 Len=0 TSval=789903022 TSecr=301650585"
"15231","4637.744756","10.1.60.203","10.1.60.73","XMPP/XML","162","STREAM > host "
"15232","4637.746511","10.1.60.25","10.1.60.203","SMTP","89","S: 220 smtp.usma.bluenet"
"15233","4637.749009","10.1.60.73","10.1.60.203","XMPP/XML","244","STREAM < jabber.usma.bluenet "
"15234","4637.749629","10.1.60.203","10.1.60.25","SMTP","98","C: HELO footballbat2.usma.bluenet"
"15235","4637.749632","10.1.60.203","10.1.60.73","XMPP/XML","83","STREAM END"
"15236","4637.749753","10.1.60.203","10.1.60.73","TCP","66","63380  >  5222 [FIN, ACK] Seq=114 Ack=179 Win=66608 Len=0 TSval=301650591 TSecr=789903027"
"15237","4637.750259","10.1.60.25","10.1.60.203","SMTP","89","S: 250 smtp.usma.bluenet"
"15238","4637.750383","10.1.60.73","10.1.60.203","TCP","66","5222  >  63380 [ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=789903029 TSecr=301650591"
"15239","4637.750753","10.1.60.203","10.1.60.25","SMTP","72","C: QUIT"
"15240","4637.750759","10.1.60.73","10.1.60.203","TCP","66","5222  >  63380 [FIN, ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=789903029 TSecr=301650591"
"15241","4637.751003","10.1.60.203","10.1.60.73","TCP","66","63380  >  5222 [ACK] Seq=115 Ack=180 Win=66600 Len=0 TSval=301650592 TSecr=789903029"
"15242","4637.751383","10.1.60.25","10.1.60.203","SMTP","81","S: 221 2.0.0 Bye"
"15243","4637.751758","10.1.60.25","10.1.60.203","TCP","66","25  >  50128 [FIN, ACK] Seq=62 Ack=39 Win=66608 Len=0 TSval=3220449111 TSecr=301650592"
"15244","4637.752377","10.1.60.203","10.1.60.25","TCP","66","50128  >  25 [ACK] Seq=39 Ack=63 Win=66592 Len=0 TSval=301650594 TSecr=3220449111"
"15245","4637.752752","10.1.60.203","10.1.60.25","TCP","66","50128  >  25 [FIN, ACK] Seq=39 Ack=63 Win=66608 Len=0 TSval=301650594 TSecr=3220449111"
"15246","4637.753257","10.1.60.25","10.1.60.203","TCP","66","25  >  50128 [ACK] Seq=63 Ack=40 Win=66600 Len=0 TSval=3220449112 TSecr=301650594"
"15247","4637.762252","10.1.60.25","10.1.20.3","TCP","62","[TCP Spurious Retransmission] 60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15248","4637.780737","10.1.60.203","10.1.60.187","TCP","74","51524  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=301650622 TSecr=0"
"15249","4637.781865","10.1.60.187","10.1.60.203","TCP","74","443  >  51524 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=49229878 TSecr=301650622 WS=64"
"15250","4637.782485","10.1.60.203","10.1.60.187","TCP","66","51524  >  443 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=301650624 TSecr=49229878"
"15251","4637.786858","10.1.60.203","10.1.60.187","SSLv2","202","Client Hello"
"15252","4637.787482","10.1.60.203","10.1.60.5","DNS","79","Standard query 0xb66c A jabber.usma.bluenet"
"15253","4637.789736","10.1.60.187","10.1.60.203","TCP","66","443  >  51524 [ACK] Seq=1 Ack=137 Win=6912 Len=0 TSval=49229878 TSecr=301650628"
"15254","4637.789856","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x89a9, seq=0/0, ttl=64 (reply in 15256)"
"15255","4637.789862","10.1.60.5","10.1.60.203","DNS","95","Standard query response 0xb66c A jabber.usma.bluenet A 10.1.60.73"
"15256","4637.790735","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x89a9, seq=0/0, ttl=255 (request in 15254)"
"15257","4637.796853","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x8ba9, seq=0/0, ttl=64 (reply in 15258)"
"15258","4637.797731","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ba9, seq=0/0, ttl=255 (request in 15257)"
"15259","4637.800979","10.1.60.187","10.1.60.203","TLSv1","1514","Server Hello, Certificate"
"15260","4637.801104","10.1.60.187","10.1.60.203","TLSv1","163","Server Key Exchange, Server Hello Done"
"15261","4637.801349","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x8da9, seq=0/0, ttl=64 (reply in 15263)"
"15262","4637.801598","10.1.60.203","10.1.60.187","TCP","66","51524  >  443 [ACK] Seq=137 Ack=1546 Win=65056 Len=0 TSval=301650643 TSecr=49229883"
"15263","4637.802478","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8da9, seq=0/0, ttl=255 (request in 15261)"
"15264","4637.805597","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x8ea9, seq=0/0, ttl=64 (reply in 15265)"
"15265","4637.806476","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ea9, seq=0/0, ttl=255 (request in 15264)"
"15266","4637.819465","10.1.60.203","10.1.60.187","TLSv1","264","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"15267","4637.827464","10.1.60.187","10.1.60.203","TLSv1","125","Change Cipher Spec, Encrypted Handshake Message"
"15268","4637.827958","10.1.60.203","10.1.60.187","TLSv1","252","Application Data, Application Data"
"15269","4637.833961","10.1.60.187","10.1.60.203","TLSv1","1514","Application Data, Application Data"
"15270","4637.834460","10.1.60.187","10.1.60.203","TLSv1","611","Application Data, Application Data, Application Data"
"15271","4637.834585","10.1.60.187","10.1.60.203","TLSv1","103","Encrypted Alert"
"15272","4637.834588","10.1.60.187","10.1.60.203","TCP","66","443  >  51524 [FIN, ACK] Seq=3635 Ack=521 Win=9024 Len=0 TSval=49229932 TSecr=301650669"
"15273","4637.834704","10.1.60.203","10.1.60.187","TCP","66","51524  >  443 [ACK] Seq=521 Ack=3598 Win=66056 Len=0 TSval=301650676 TSecr=49229932"
"15274","4637.834954","10.1.60.203","10.1.60.187","TLSv1","103","Encrypted Alert"
"15275","4637.835204","10.1.60.203","10.1.60.187","TCP","66","51524  >  443 [FIN, ACK] Seq=558 Ack=3635 Win=66608 Len=0 TSval=301650676 TSecr=49229932"
"15276","4637.838333","10.1.60.187","10.1.60.203","TCP","66","443  >  51524 [ACK] Seq=3636 Ack=559 Win=9024 Len=0 TSval=49229937 TSecr=301650676"
"15277","4637.864063","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11686304 TSecr=34288188 WS=128"
"15278","4638.041716","10.1.60.187","10.1.60.203","TCP","66","[TCP Spurious Retransmission] 443  >  51524 [FIN, ACK] Seq=3635 Ack=559 Win=9024 Len=0 TSval=49230143 TSecr=301650676"
"15279","4638.041960","10.1.60.203","10.1.60.187","TCP","66","51524  >  443 [ACK] Seq=559 Ack=3636 Win=66600 Len=0 TSval=301650883 TSecr=49230143"
"15280","4638.792404","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x89a9, seq=1/256, ttl=64 (reply in 15281)"
"15281","4638.793407","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x89a9, seq=1/256, ttl=255 (request in 15280)"
"15282","4638.798274","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x8ba9, seq=1/256, ttl=64 (reply in 15283)"
"15283","4638.799154","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ba9, seq=1/256, ttl=255 (request in 15282)"
"15284","4638.804021","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x8da9, seq=1/256, ttl=64 (reply in 15285)"
"15285","4638.804900","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8da9, seq=1/256, ttl=255 (request in 15284)"
"15286","4638.808018","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x8ea9, seq=1/256, ttl=64 (reply in 15287)"
"15287","4638.808773","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ea9, seq=1/256, ttl=255 (request in 15286)"
"15288","4639.795331","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x89a9, seq=2/512, ttl=64 (reply in 15289)"
"15289","4639.796206","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x89a9, seq=2/512, ttl=255 (request in 15288)"
"15290","4639.799197","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x8ba9, seq=2/512, ttl=64 (reply in 15291)"
"15291","4639.799951","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ba9, seq=2/512, ttl=255 (request in 15290)"
"15292","4639.804944","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x8da9, seq=2/512, ttl=64 (reply in 15293)"
"15293","4639.805823","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8da9, seq=2/512, ttl=255 (request in 15292)"
"15294","4639.809067","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x8ea9, seq=2/512, ttl=64 (reply in 15295)"
"15295","4639.809946","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ea9, seq=2/512, ttl=255 (request in 15294)"
"15296","4640.814738","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x89a9, seq=3/768, ttl=64 (reply in 15299)"
"15297","4640.814985","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x8ba9, seq=3/768, ttl=64 (reply in 15300)"
"15298","4640.815485","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x8da9, seq=3/768, ttl=64 (reply in 15301)"
"15299","4640.816365","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x89a9, seq=3/768, ttl=255 (request in 15296)"
"15300","4640.816740","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ba9, seq=3/768, ttl=255 (request in 15297)"
"15301","4640.817115","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8da9, seq=3/768, ttl=255 (request in 15298)"
"15302","4640.817359","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x8ea9, seq=3/768, ttl=64 (reply in 15303)"
"15303","4640.818239","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ea9, seq=3/768, ttl=255 (request in 15302)"
"15304","4640.911686","10.1.60.25","10.1.40.133","TCP","62","[TCP Retransmission] 61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15305","4640.962406","10.1.60.25","10.1.20.3","TCP","62","[TCP Spurious Retransmission] 60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15306","4641.084707","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11687107 TSecr=34288188 WS=128"
"15307","4641.811912","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x8ba9, seq=4/1024, ttl=64 (reply in 15310)"
"15308","4641.812036","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x89a9, seq=4/1024, ttl=64 (reply in 15312)"
"15309","4641.812785","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x8da9, seq=4/1024, ttl=64 (reply in 15313)"
"15310","4641.813166","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ba9, seq=4/1024, ttl=255 (request in 15307)"
"15311","4641.813534","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x8ea9, seq=4/1024, ttl=64 (reply in 15314)"
"15312","4641.813541","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x89a9, seq=4/1024, ttl=255 (request in 15308)"
"15313","4641.814290","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8da9, seq=4/1024, ttl=255 (request in 15309)"
"15314","4641.814664","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x8ea9, seq=4/1024, ttl=255 (request in 15311)"
"15315","4644.111717","10.1.60.25","10.1.40.133","TCP","62","[TCP Retransmission] 61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15316","4644.161562","10.1.60.25","10.1.20.3","TCP","62","[TCP Spurious Retransmission] 60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15317","4644.261875","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11687908 TSecr=34288188 WS=128"
"15318","4649.705361","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11689265 TSecr=34288188 WS=128"
"15319","4650.309892","10.1.60.25","10.1.40.133","TCP","62","[TCP Retransmission] 61067  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15320","4650.359613","10.1.60.25","10.1.20.3","TCP","62","[TCP Spurious Retransmission] 60045  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"15321","4650.458426","10.1.20.3","10.1.60.25","TCP","74","[TCP Retransmission] 25  >  60045 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1360 SACK_PERM=1 TSval=11689453 TSecr=34288188 WS=128"
"15322","4653.646089","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x99a9, seq=0/0, ttl=64 (reply in 15323)"
"15323","4653.647092","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x99a9, seq=0/0, ttl=255 (request in 15322)"
"15324","4653.657331","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xa0a9, seq=0/0, ttl=64 (reply in 15325)"
"15325","4653.658210","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa0a9, seq=0/0, ttl=255 (request in 15324)"
"15326","4653.661328","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xa2a9, seq=0/0, ttl=64 (reply in 15327)"
"15327","4653.662208","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa2a9, seq=0/0, ttl=255 (request in 15326)"
